Name,h2,h3,h4,h5,h6,url
"Research staff,Contact & Links","Imperial,Alert,Main Navigation,Department of Bioengineering,Research Associates,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Research Associates,Research Assistants,Research Technicians,Visiting Researchers,Postdoctoral Representatives,Department of Bioengineering,Get in touch,Join the Department,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-staff/"
"Menu,CV,Recent Comments,Archives,Categories,Meta,Menu,Research,Recent Comments,Archives,Categories,Meta,Menu,Teaching,Recent Comments,Archives,Categories,Meta,Menu,Welcome!,Recent Comments,Archives,Categories,Meta,Menu,Contact,Recent Comments,Archives,Categories,Meta","Department of Mathematics, Indian Institute of Technology Bombay, Mumbai.,Department of Mathematics, Indian Institute of Technology Bombay, Mumbai.,Department of Mathematics, Indian Institute of Technology Bombay, Mumbai.,Department of Mathematics, Indian Institute of Technology Bombay, Mumbai.,Department of Mathematics, Indian Institute of Technology Bombay, Mumbai.","Share this:,Like this:,Leave a Reply,Cancel reply,Share this:,Like this:,Leave a Reply,Cancel reply,Share this:,Like this:,Leave a Reply,Cancel reply,Share this:,Leave a Reply,Cancel reply,Share this:,Like this:,Leave a Reply,Cancel reply",No data,No data,No data,", http://www.imperial.ac.uk/mathematics/about-us/people/postdocs/, https://hutridurga.wordpress.com/cv/, https://hutridurga.wordpress.com/research/, https://hutridurga.wordpress.com/teaching/, https://hutridurga.wordpress.com/, https://hutridurga.wordpress.com/contact/"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/mathematics/about-us/people/postdocs/"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/mathematics/about-us/people/postdocs/"
"Academic staff,Contact & Links","Imperial,Alert,Main Navigation,Department of Physics,Research,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Christopher W Dunsby,Miss Jessie Durk,Mr Samuel Jacob Eardley,Dr Jonathan Eastwood,Dr Marina Edelson-Averbukh,Dr Flurin Eisner,Dr Oliver C Ettlinger,Dr Tim Evans,Dr Giacomo Fedi,Dr Noah J Fitch,Mr Jefferson Florez Gutierrez,Dr Matthew R Foreman,Dr Robert J Forsyth,Professor Matthew Foulkes,Dr Paolo Franchini,Professor Leszek Frasinski,Professor Paul M W French,Dr Jarvist M Frost,Dr Ming Fu,Professor Marina I F Galand,Dr Emanuele Galiffi,Dr Sebastian Garcia-Saenz,Mr Douglas G C Garratt,Professor Jerome P Gauntlett,Dr Nathan R Gemmell,Professor Andrey Golutvin,Dr Hai Gong,Dr Heather Graven,Dr Edward R I Gryspeerdt,Dr Anne A Y Guilbert,DEPARTMENT OF PHYSICS,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/physics/research/staff/?instanceid=%2fphysics%2fall-research-staff&pplist-action=people.html&page=3"
"Academic staff,Contact & Links,KS,,,@,,,,KS,,,,@,,,@,@,Arun Bothra,@,Baijayant Jay Panda,@,Me,@,iMac_too,@,Mike Berg,Pramesh CS,@,@,@,@,@,@,@,@,K. VijayRaghavan,@,@,@,@,@,@,@,@,Principal Scientific Adviser, Govt. of India,@,@,@,@,@,@,@,@,Shailja,@,@,@,@,@,@,@,@,Anant Bhan,@,@,@,@,@,@,@,@,Dr Soumitra Pathare সৌমিত্র சௌமித்ரா பாடாரே,@,@,@,@,@,@,@,@,Soumya Swaminathan,@,@,@,@,@,@,@,@,Shekhar Mande,@,@,@,@,@,@,@,@,Amit Paranjape,@,@,@,@,@,@,@,@,Prof (Dr.) Balram Bhargava,@,@,@,@,@,@,@,@,Dr. Renu Swarup,@,Abhinav Prakash,@,Bharadwaj,@,Ayush Agrawal,@,ಮೈಸೂರು,@,Sahil P,@,'Big Daddy' Vin,@,Nature & Animals,@,Nature & Animals,Deepti,@,Ritu (सत्यसाधक) #EqualRightsForHindus,@,@,@,Akshaya Sivaraman,@,Aditya Raj Kaul,@,Gurpriya,@,Wonder of Science,@,Velina Tchakarova,@,N.Biren Singh,@,SUNITK #NUMEROLOGIST#,@,Kiran Kumar S,@,,","Imperial,Alert,Main Navigation,Department of Physics,Research,Section Information,Useful Links,College Information,,,@,karthiksrao,,,Tweets,You blocked,@,karthiksrao,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Alexander J Richards,Dr Matthew M Roberts,Dr Jonas H Rodewald,Professor Steven J Rose,Dr Marco Ruberti,Professor Terry Rudolph,Dr James R Rufus,Dr Timothy H Runcorn,Dr Jacqueline E Russell,Mr Steven A Sagona-Stophel,Dr Philip R Sandwell,Dr Riccardo Sapienza,Professor Ben Sauer,Dr Dhruv Saxena,Dr Erik J Schaffernicht,Mr Ross Charles Schofield,Dr Matthaus P Schulik,Dr Edward J T Scott,Dr Mark A Scott,Dr Julia K Sedgbeer,Dr Christopher Seez,Dr Christopher N Self,Dr Gabseok Seo,Dr Raghunandan Atul Shukla,Dr Mark E Smith,Professor Roland A Smith,Professor David J Southwood,Dr Hugh D Sparks,Dr Nathan J Sparks,Dr Bharath Srivathsan,DEPARTMENT OF PHYSICS,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Saved searches,KS followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/physics/research/staff/?instanceid=%2fphysics%2fall-research-staff&pplist-action=people.html&page=8, https://twitter.com/karthiksrao?lang=en"
Object Moved,"Current Research Team,Former pPOD team members,Rajinder Ballman,Clinical Psychologist,Contact",No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=13, http://www.ppod.org.uk/people.html, http://www.ppod.org.uk/rajinda-ballman.html"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page, https://plus.google.com/118287230922715588437/videos"
"Research staff,Contact & Links","Imperial,Alert,Main Navigation,Department of Mechanical Engineering,Research staff contact details,Postdoc Reps and Champion,People,Tailored support for postdocs and fellows,Funding opportunities,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Principal Research Fellows,Research Fellows,Research Officers,Research Associates and Assistants,Dr Catrin Mair Davies,Dr Kiron Athwal,Dr Riccardo Secoli,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,Co-authors",No data,No data,No data,", http://www.imperial.ac.uk/mechanical-engineering/people/research-staff/, https://scholar.google.co.uk/citations?user=uy-I7VUAAAAJ"
"Academic staff,Contact & Links,College Directory Search Results,Sarah Alam Malik,,,@,,,,Sarah Alam Malik,,,,@,,,@,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Imperial Physics,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Sarah Alam Malik,@,Salam - the film,@,Sarah Alam Malik,@,Institute of Physics,@,London International Youth Science Forum,@,Building Centre,@,Imperial College,@,لينة,@,Imperial Sciences,@,,,Object Moved,","Imperial,Alert,Main Navigation,Department of Physics,Research,Section Information,Useful Links,College Information,,,@,SarahAlamMalik,,,Tweets,You blocked,@,SarahAlamMalik,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.,About Sarah Alam Malik","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Kenneth R Long FInstP,Dr Anne-Marie Magnan,Professor Joao C R Magueijo,Professor Stefan A Maier,Dr Kyle D Major,Dr Stuart P D Mangles,Dr Christopher J Manser,Professor Jon Marangos,Mr Alexander M Marshall,Dr Arabella Martelli,Dr Janusz Martyniak,Dr Adam Masters,Dr Lorenzo Matteini,Dr Mary Matthews,Professor Martin W McCall,Dr Michael A McCann,Dr James A McGinty,Mr Jorge Mellado Munoz,Dr Matti M Mieskolainen,Professor Florian M Mintert,Dr Seyed Reza Mirfayzi,Dr Karapet Mkrtchyan,Dr Subhanjoy Mohanty,Dr Daniel J Mortlock,Dr Ingo C F Mueller-Wodarg,Dr Rick Mukherjee,Dr Jonathan E Murray,Dr Robbie Murray,Professor Zulfikar Najmudin,Dr Mohammad Nakhostin,DEPARTMENT OF PHYSICS,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Saved searches,Sarah Alam Malik followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment","Favourites,Photos,Others with a similar name",No data,No data,", http://www.imperial.ac.uk/physics/research/staff/?instanceid=%2fphysics%2fall-research-staff&pplist-action=people.html&page=6, http://www.imperial.ac.uk/collegedirectory/index.asp?PeopleID=137594, https://twitter.com/sarahalammalik?lang=en, http://smalik.web.cern.ch/smalik/index.html, https://royalsociety.org/people/sarah-malik-7571/, https://www.facebook.com/sarah.a.malik.50/about?lst=100001569090459%3A202910769%3A1489997559"
"South Kensington Campus Staff,Contact & Links,,","Imperial,Alert,Main Navigation,Department of Life Sciences,Research,Postgraduate research,Useful links for researchers,Useful Links,College Information,Summary,Selected Publications","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Mr Sherif Abouelhadid,Dr Rushdie Abuhamdah,Dr George Adams,Dr Maria L Alberdi,Dr Yilmaz Alguel,Dr Maruf Ali,Dr Eduardo Alves dos Santos,Dr Samuel Amartey,Professor Bertil H H Andersson,Mr James M Andrewes,Dr Heather Y Ang,Dr Aristotelis Antonopoulos,Dr Berta Anuncibay Soto,Dr Azusa Asai,Dr Gabriel N Aughey,Mr Ahmad Masood Aziz,Dr Wei Ba,Dr Ann C Babtie,Professor Geoff Baldwin,Dr Alice Banks,Mr Maxwell V L Barclay,Miss Carla M Bardua,Dr Michalis Barkoulas,Dr Christopher P Barnes,Mr Sherwin S Barretto,Dr Joseph D Barrit,Dr Paul Bates,Professor Jake Baum,Dr Travis S Bayer,Dr Morgan Beeby,Miss Rose E Begg,Dr Konstantinos Beis,Dr David A Bending,Mrs Jennifer K Bennett,Mr Mark H Bennett,Dr Joanne Benton,Miss Maria A Berazategui,Dr Rita Berkachy,Dr Federica Bernardini,Miss Giulia Bernardini,Dr Oliver Billker,Miss Flora T Birch,Ms Priyanka Biswas,Professor Michael Blackman,Dr Andrew M Blagborough,Dr Joshua Blight,Dr Lucas Boeck,Mr Gergo Bohner,Professor Dominique Bonnet,Mr Richard Bowman,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Contact,Location,Summary,Journal Articles,Affiliations,Links","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/life-sciences/research/staff/south-kensington-campus-staff/, http://www.imperial.ac.uk/people/maruf.ali"
No data,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Cited by,View all,Co-authors,View all",No data,No data,No data,", http://www.imperial.ac.uk/chemistry/about/contacts/all-staff/, http://www.imperial.ac.uk/people/sanjiv.sharma, https://scholar.google.co.in/citations?user=Qxy6kbcAAAAJ&hl=en"
",,A-Z People,Contact & Links","Summary,Publications,Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Contact,Location,Summary,Journals,Affiliations,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Piers R B Boshier,Miss Desiree C Botana Machado,Dr Oliver R Boughton,Miss Sofia Bras Pinto,Mr Owen R Bray,Professor Stephen Brett,Mr Mads J Brevadt,Dr Hannah R Brewer,Dr James Brewer,Mr Robert Brightwell MD MRCS(Eng),Ms Adela Brigic,Dr Greg N Brooke,Mr Ashley A Brown,Dr Elizabeth Brown,Professor Gina Brown,Dr Peter W Buckle,Professor Laki Buluwela,Miss Laura J Burgess,Ms Elizabeth Burgnon,Dr David Burling,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,View all,Co-authors","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/yasser.bhatti, http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=9, https://scholar.google.com/citations?user=N5r3oL0AAAAJ&hl=en"
"A-Z People,Contact & Links","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Piers R B Boshier,Miss Desiree C Botana Machado,Dr Oliver R Boughton,Miss Sofia Bras Pinto,Mr Owen R Bray,Professor Stephen Brett,Mr Mads J Brevadt,Dr Hannah R Brewer,Dr James Brewer,Mr Robert Brightwell MD MRCS(Eng),Ms Adela Brigic,Dr Greg N Brooke,Mr Ashley A Brown,Dr Elizabeth Brown,Professor Gina Brown,Dr Peter W Buckle,Professor Laki Buluwela,Miss Laura J Burgess,Ms Elizabeth Burgnon,Dr David Burling,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=9"
"A-Z people,Contact & Links,Saad Pathan,,,@,,,,Saad Pathan,,,,@,,,@,@,Saad Pathan,@,The Economist,@,Francis deSouza,@,Saad Pathan,@,Kenan Malik,@,The Crick,@,Francis deSouza,@,The Guardian,@,Saad Pathan,@,Eric Topol,@,Jeremy Farrar,@,Saad Pathan,@,Nature Research Custom Media,@,Eric Topol,@,Illumina,@,Eric Topol,@,Nature Research Custom Media,@,The Verge,@,Eric Topol,@,Eric Topol,@,Eric Topol,@,,","Imperial,Alert,Main Navigation,School of Public Health,About us,@ImperialSPH,Section Information,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author,,,@,SaadPathan1,,,Tweets,You blocked,@,SaadPathan1,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Isobel H Marks,Mr Daniel J Marsh,Dr An Martel,Dr Martha Sybilla Paris Martin,Dr Miriam Martinez Biarge,Dr Vanessa Marvin,Ms Alena Marynina,Ms Manar Marzouk,Dr Ekaterina Maslova,Dr Alexina J Mason,Dr Nikolas Mastellos,Dr Manu R Mathur,Dr Dionne Matthew,Ms Rachel Matthews,Dr Anna K Matton,Ms Ruth O McCabe,Dr Clare P McCormack,Dr Helen McGeown,Mr Stefan M McGinn-Summers,Mr Luke McGowan,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,View all,Saved searches,Saad Pathan followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/school-public-health/about-us/a-z-people/?instanceid=%2fmedicine%2fpublichealth%2faboutus%2fazpeople&pplist-action=people.html&page=43, https://scholar.google.com/citations?user=N3WqSOoAAAAJ&hl=en, https://twitter.com/saadpathan1?lang=en"
",Dr Ajay K Gupta,,A-Z our people,Contact & Links","Summary,Selected Publications,Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Contact,Location,Summary,Journal Articles,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Ms Jennifer A Haley,Dr Brian P Halliday,Dr Daniel J Hammersley,Miss Sarah J Hammett,Mr Mohammed Zuber Hanif,Professor Trevor T Hansel,Emeritus Professor David M Hansell,Dr Lars Harbaum,Professor Sian E Harding,Dr Alanna J Hare,Dr James Harker,Mrs Tracy E Harman,Dr Carla Harris,Dr Adam D Hartley,Miss Steph Harwood,Professor Dorian O Haskard FMedSci,Dr Patricia L Haslam,Professor Catherine M Hawrylowicz,Dr Danika M Hayman,Dr Bartosz Helfer,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/a.k.gupta, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=18"
"Object Moved,Moved Permanently",No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=160, http://www.lshtm.ac.uk/aboutus/people/sabapathy.kalpana"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=164"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=165"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=167"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=168"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=168"
",,A-Z our people,Contact & Links,Jaideep Dhariwal,,,@,,,,Jaideep Dhariwal,,,,@,,,@,@,Jaideep Dhariwal,@,Brian Cox,@,BTS,@,The Lancet Respiratory Medicine,@,Jaideep Dhariwal,@,Peter George,@,Asthma UK,@,Jaideep Dhariwal,@,Aran Singanayagam,@,James Hull,@,The Lancet Respiratory Medicine,@,The Lancet Respiratory Medicine,@,Nadine levy redzepi,@,Chronicle Food,@,BBC News (UK),@,Arsenal,@,,","Summary,Publications,Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information,,,@,jaideepdhariwal,,,Tweets,You blocked,@,jaideepdhariwal,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Contact,Location,Summary,Journals,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Simon Davies,Miss Alex Dawes,Dr Pete Dayananda,Dr Katia De Filippo,Professor Simon De Lusignan,Dr Sara De Matteis,Dr Ranil De Silva,Dr Charlotte Dean,Dr Martin J Dedicoat,Mr Bilel Dekkak,Mr Matthew W Delahaye,Dr Matea Deliu,Professor Chris Denning,Miss Nieves Derqui Fernandez,Dr Sujal R Desai,Dr Anand Devaraj,Dr Justine Devulder,Dr Jaideep Dhariwal,Dr Aida Di Gregorio Pena,Professor Carlo Di Mario,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Saved searches,Jaideep Dhariwal followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/jaideep.dhariwal00, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=11, https://twitter.com/jaideepdhariwal"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Ms Julaiha B Gent,Dr Peter M George,Dr Vicky Gerovasili,Mrs Poonam A Ghai,Professor Hossein A Ghofrani,Dr J Simon Gibbs,Dr Sean P Giblin,Dr Matthew J Glover,Miss Lydia L Gojke,Emeritus Professor Peter Goldstraw,Mr Ross Goold,Dr Claudia Gore,Dr Mindy L Gore,Professor Julia Gorelik,Professor Diana A Gorog,Mrs Risha Govind,Ms Amanda C Green,Miss Carolyn P M Green,Emeritus Professor Malcolm Green FMedSci,Mrs Yvonne M Green,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=16"
